Fecha;Tmax;Tmin
30/5/23;24.6;14.7
31/5/23;28.5;14.7
1/6/23;25.1;16.0
2/6/23;25.2;15.8
3/6/23;25.8;16.4
4/6/23;27.2;17.2
5/6/23;26.7;16.7
6/6/23;27.4;16.9
7/6/23;24.7;18.6
8/6/23;26.7;16.7
9/6/23;33.0;18.7
10/6/23;31.7;22.6
11/6/23;29.4;20.2
12/6/23;27.7;19.1
13/6/23;30.1;16.9
14/6/23;30.2;16.2
15/6/23;29.9;19.5
16/6/23;31.5;20.4
17/6/23;32.0;20.2
18/6/23;27.2;19.4
19/6/23;28.7;17.7
20/6/23;31.0;20.4
21/6/23;30.0;20.5
22/6/23;33.9;19.7
23/6/23;31.9;20.1
24/6/23;33.4;20.5
25/6/23;34.3;21.7
26/6/23;33.8;24.6
27/6/23;31.8;21.7
28/6/23;30.3;22.6
29/6/23;30.7;22.1
30/6/23;29.2;22.2
1/7/23;30.2;19.7
2/7/23;32.5;21.5
3/7/23;31.9;19.1
4/7/23;29.9;21.1
5/7/23;30.0;22.6
6/7/23;30.8;23.1
7/7/23;30.1;23.6
8/7/23;33.1;21.5
9/7/23;32.5;23.6
10/7/23;33.0;23.7
11/7/23;33.0;24.4
12/7/23;32.0;23.7
13/7/23;31.3;25.0
14/7/23;31.8;25.1
15/7/23;33.3;24.6
16/7/23;31.3;25.0
17/7/23;32.0;25.1
18/7/23;33.9;23.2
19/7/23;34.4;25.0
20/7/23;33.0;25.1
21/7/23;32.3;23.9
22/7/23;32.5;26.2
23/7/23;33.2;26.4
24/7/23;39.5;25.2
25/7/23;30.9;25.8
26/7/23;30.4;24.7
27/7/23;32.5;25.6
28/7/23;32.5;24.4
29/7/23;34.0;24.0
30/7/23;32.8;23.9
31/7/23;33.4;26.0
1/8/23;34.4;24.0
2/8/23;38.3;23.5
3/8/23;32.7;26.3
4/8/23;32.0;21.6
5/8/23;33.2;18.0
6/8/23;31.5;19.7
7/8/23;30.8;20.7
8/8/23;30.8;25.4
9/8/23;32.0;22.6
10/8/23;46.8;24.9
11/8/23;32.5;25.5
12/8/23;31.7;23.6
13/8/23;31.9;25.2
14/8/23;31.8;24.2
15/8/23;32.3;24.7
16/8/23;32.5;24.2
17/8/23;32.9;23.1
18/8/23;32.8;23.1
19/8/23;33.5;22.7
20/8/23;34.0;23.9
21/8/23;36.0;23.6
22/8/23;37.0;22.5
23/8/23;38.5;22.1
24/8/23;37.5;23.1
25/8/23;35.5;22.9
26/8/23;32.7;22.7
27/8/23;29.5;20.9
28/8/23;33.7;18.0
29/8/23;31.2;19.7
30/8/23;29.1;19.2
31/8/23;30.0;19.5
1/9/23;30.4;20.7
2/9/23;26.5;19.7
3/9/23;26.1;19.0
4/9/23;28.6;24.7
5/9/23;30.1;23.4
6/9/23;29.2;21.0
7/9/23;29.4;20.9
8/9/23;28.3;20.9
9/9/23;29.1;19.9
10/9/23;29.1;20.0
11/9/23;29.7;19.9
12/9/23;29.5;20.2
13/9/23;27.6;20.0
14/9/23;28.4;20.7
15/9/23;26.2;19.2
16/9/23;27.0;19.7
17/9/23;29.3;21.0
18/9/23;28.6;19.9
19/9/23;26.7;16.5
20/9/23;30.4;15.4
21/9/23;29.4;18.2
22/9/23;28.9;17.4
23/9/23;26.9;13.8
24/9/23;28.0;16.1
25/9/23;27.1;16.1
26/9/23;27.9;16.2
27/9/23;28.2;18.2
28/9/23;28.6;17.2
29/9/23;28.9;16.7
30/9/23;32.0;16.4
1/10/23;32.3;16.4
2/10/23;32.3;70
3/10/23;32.3;50
4/10/23;32.3;50.5
